Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
5735,Materials Science,Researchers from developing countries,25000-50000,12,2023-07-29,368,124
5736,Computer Science,Early-career researchers with a PhD or equivalent degree,20000-50000,36,2023-12-26,934,127
5737,Materials Science,Researchers from developing countries,25000-50000,12,2023-11-09,1395,26
5738,Physics,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-05-03,758,58
5739,Materials Science,Researchers from developing countries,50000-100000,24,2023-03-31,1097,137
5740,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-09-22,929,185
5741,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-09-20,1572,168
5742,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,24,2023-03-16,143,95
5743,Materials Science,Researchers from developing countries,500000-1000000,24,2023-03-12,1612,116
5744,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-09-25,792,189
5745,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-04-02,198,45
5746,Materials Science,PhD students and postdoctoral fellows,500000-1000000,24,2023-07-13,1501,92
5747,Computer Science,Early-career researchers with a PhD or equivalent degree,25000-50000,24,2023-02-06,299,182
5748,Physics,Researchers from developing countries,5000-10000,6,2023-06-11,1987,197
5749,Computer Science,Researchers from developing countries,5000-10000,12,2023-08-19,829,17
5750,Physics,PhD students and postdoctoral fellows,100000-250000,12,2023-04-04,820,163
5751,Chemical Engineering,Researchers from developing countries,50000-100000,24,2023-02-24,880,184
5752,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-07-10,1520,101
5753,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,6,2023-07-09,613,94
5754,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-05-22,1394,188
5755,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-09-08,1353,130
5756,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,2023-10-11,1593,53
5757,Electrical Engineering,Researchers from developing countries,25000-50000,24,2023-02-17,887,72
5758,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2023-06-10,1374,198
5759,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-06-18,80,113
5760,Electrical Engineering,PhD students and postdoctoral fellows,100000-250000,12,2023-03-19,634,43
5761,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-09-18,371,47
5762,Materials Science,PhD students and postdoctoral fellows,100000-500000,6,2023-01-22,592,183
5763,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,24,2023-10-03,1074,68
5764,Neuroscience,Researchers from developing countries,100000-250000,24,2023-01-01,788,120
5765,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-12-25,866,139
5766,Chemical Engineering,PhD students and postdoctoral fellows,100000-250000,12,2023-12-20,1377,164
5767,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,12,2023-10-06,138,121
5768,Neuroscience,Researchers from developing countries,100000-500000,12,2023-07-28,351,71
5769,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-07-08,376,15
5770,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-08-09,1124,119
5771,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-11-03,419,188
5772,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,2023-12-11,1169,122
5773,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-09-27,452,37
5774,Chemical Engineering,Researchers from developing countries,100000-500000,12,2023-09-06,612,93
5775,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-12-29,457,9
5776,Materials Science,Researchers from developing countries,100000-500000,12,2023-08-04,800,61
5777,Environmental Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-07-05,127,185
5778,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-03-07,849,144
5779,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,2023-11-24,1381,106
5780,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,24,2023-04-13,1278,107
5781,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-05-11,815,148
5782,Environmental Science,PhD students and postdoctoral fellows,100000-500000,36,2023-10-21,429,11
5783,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-03-31,641,29
5784,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,2023-01-03,1027,181
5785,Environmental Science,Researchers from developing countries,5000-10000,12,2023-10-11,1116,30
5786,Medical Research,PhD students and postdoctoral fellows,5000-10000,6,2023-01-14,274,105
5787,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-01-17,1095,151
5788,Medical Research,Early-career researchers with a PhD or equivalent degree,25000-50000,24,2023-07-08,1307,180
5789,Chemical Engineering,Researchers from developing countries,100000-500000,6,2023-12-25,1662,58
5790,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,2023-09-28,827,102
5791,Physics,Early-career researchers with a PhD or equivalent degree,25000-50000,36,2023-04-18,242,66
5792,Computer Science,Early-career researchers with a PhD or equivalent degree,20000-50000,12,2023-10-15,1137,39
5793,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,12,2023-11-23,1065,16
5794,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,2023-08-12,761,174
5795,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-02-20,1719,30
5796,Neuroscience,Researchers from developing countries,5000-10000,24,2023-11-20,1605,96
5797,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2023-06-22,1989,51
5798,Chemical Engineering,PhD students and postdoctoral fellows,100000-500000,6,2023-07-10,316,88
5799,Materials Science,Researchers from developing countries,5000-10000,24,2023-08-30,849,73
5800,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-08-05,1638,196
5801,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-02-05,1652,78
5802,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,36,2023-04-06,1515,197
5803,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-01-17,743,141
5804,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-01-20,661,189
5805,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-04-05,230,153
5806,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-08-25,1206,134
5807,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-11-28,1767,44
5808,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-06-08,202,68
5809,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-06-02,268,183
5810,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-10-13,961,139
5811,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-09-03,1233,105
5812,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-06-17,1696,165
5813,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-01-25,637,140
5814,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-02-05,1963,185
5815,Computer Science,PhD students and postdoctoral fellows,100000-250000,24,2023-01-16,331,41
5816,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-12-20,530,12
5817,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-02-05,776,95
5818,Computer Science,Researchers from developing countries,5000-15000,24,2023-07-19,1640,175
5819,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-05-16,436,88
5820,Chemical Engineering,Researchers from developing countries,5000-15000,24,2023-07-15,111,44
5821,Neuroscience,Researchers from developing countries,25000-50000,24,2023-03-10,1436,133
5822,Chemical Engineering,Researchers from developing countries,100000-250000,12,2023-05-17,1528,141
5823,Environmental Science,Early-career researchers with a PhD or equivalent degree,25000-50000,24,2023-09-14,1791,73
5824,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-05-01,1949,94
5825,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-09-09,1488,16
5826,Materials Science,Researchers from developing countries,5000-10000,24,2023-06-10,752,170
5827,Electrical Engineering,PhD students and postdoctoral fellows,25000-50000,24,2023-03-27,1467,43
5828,Electrical Engineering,Researchers from developing countries,5000-10000,12,2023-11-07,679,116
5829,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-04-23,1271,123
5830,Materials Science,PhD students and postdoctoral fellows,50000-100000,12,2023-07-08,1140,195
5831,Environmental Science,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-10-29,886,135
5832,Physics,Researchers from developing countries,100000-500000,12,2023-10-22,360,131
5833,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-10-30,1546,83
5834,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,2023-03-28,1571,76
5835,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-09-23,1995,183
5836,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-01-02,1709,174
5837,Physics,Researchers from developing countries,50000-100000,36,2023-01-02,1572,143
5838,Physics,Researchers from developing countries,20000-50000,36,2023-05-06,539,176
5839,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-01-11,225,111
5840,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,2023-03-31,514,69
5841,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-02-06,1128,165
5842,Materials Science,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-01-10,313,150
5843,Computer Science,Researchers from developing countries,25000-50000,24,2023-05-06,1697,63
